Timestamp,Accelerometer [X],Accelerometer [Y],Accelerometer [Z],Linear Accel. [X],Linear Accel. [Y],Linear Accel. [Z],Gyroscope [X],Gyroscope [Y],Gyroscope [Z],Euler [X],Euler [Y],Euler [Z],Mag [X],Mag [Y],Mag [Z]
2031971,0.21,9.53,-0.49,0.01,-0.25,0.04,-0.14,0,-0.02,313.38,1.12,-93.06,2.69,-35.38,-4.25
2032513,0.53,9.84,-0.26,0.29,0.05,0.09,0.13,0,0.02,313.19,1.31,-92,3.75,-35,-6
2033054,-0.44,9.35,-0.25,-0.7,-0.44,-0.05,1.43,0.02,0.09,315.88,1.5,-91.12,2.25,-34.25,-7.75
2033597,0.19,9.94,-1.18,-0.04,0.22,0.11,-0.12,0,-0.01,315.94,1.31,-97.5,3.5,-36.5,-1.56
2034141,0.46,9.86,-1.15,0.22,0.11,-0.13,-0.01,0,0.02,315.88,1.37,-95.94,3.75,-35.38,-2.88
2034686,0.33,9.5,-0.89,0.08,-0.26,-0.08,0.01,0,0.02,315.88,1.44,-94.69,2.69,-35,-4
2035231,0.28,9.77,0.26,0.04,-0.03,0.31,-0.7,0,-0.01,316.06,1.37,-89.94,2.25,-35.75,-4.25
2035776,0.2,2.55,-8.96,-0.1,-0.14,0.45,3.65,0.15,0.06,140.88,1.75,-164,5.25,-27,26.5
2036321,-0.16,-2.73,-8.76,-0.38,0.29,0.56,0.38,0,0,139.5,1.25,162,5.19,0,32.19
2036866,0,-5.81,-7.42,-0.17,-0.13,0.56,-0.69,0.01,-0.02,140.75,1,144.63,6.25,11.38,25.37
2037410,0.15,-6.49,-7.64,0,-0.16,-0.15,-0.09,0.01,0,140.63,0.88,139.75,3.69,14,25.06
2037952,0.08,-5.24,-6.96,-0.06,0.86,0.7,-0.32,0.02,-0.01,140.63,0.81,141.56,4.38,11.88,25.37
2038499,0.11,-4.4,-7.65,0.03,0.44,0.53,0.08,-0.04,-0.07,140.25,1,148.44,4.38,7.56,28.19
2039043,0.24,-6.1,-6.88,0.09,-0.04,0.82,-0.05,-0.02,0.01,139.94,0.81,141.81,5.06,11.5,26.87
2039584,0.23,-6.2,-7.09,0.09,-0.14,0.61,-0.2,0,0.01,140,0.75,141.81,5.5,12.38,26.19
2040129,0.22,-5.61,-7.91,0.07,-0.03,0.14,-0.1,0.03,-0.02,140.06,0.81,145.31,5.88,9.75,28.19
2040672,0.17,-1.83,-7.29,0.06,0.01,0.06,0.45,0.05,-0.03,139.69,1.12,163.13,4.75,0.37,31.69
2041214,-0.33,-9.62,-0.78,-0.43,0.08,0.53,-0.48,-0.06,-0.04,318.88,0.56,97.75,5.06,29.75,5.88
2041759,0,-9.55,0.75,-0.18,0.24,0.49,0.56,1.11,-0.02,327.63,1.06,88.44,4,29.19,1.25
2042301,-0.7,-8.27,0.44,-0.81,1.5,-0.26,-1.69,0,0,338.25,0.63,85.81,-0.69,29.75,-4.88
2042844,0.38,-8.03,-6.19,0.27,0.79,-1.93,-0.92,0.07,0.06,334.94,0.63,116.31,2,25.19,15.38
2043390,0.89,-8.99,2.53,0.75,0.78,1.91,5.71,-1.29,-0.1,329.25,0.94,83.19,-1.06,30.19,5.38
2043932,3.67,-0.56,10.66,0.04,-0.45,1.55,2.9,0.02,-0.13,306.94,21.69,0.63,-14.38,15.56,-30.06
2044474,1.33,8.64,0.85,-0.1,-0.87,-0.99,2.48,0.21,0.16,289.19,8.44,-78.94,1,-28.06,-17.25
2045020,0.16,7.6,3.28,0.79,-1.39,-0.56,-1.38,-0.85,-1,321.56,-3.69,-66.81,6.25,-30.69,-19.06
2045563,0.28,-6.75,9.44,-0.19,-0.24,2.12,-1.06,0.32,-0.03,339.13,2.69,42.19,-2.56,28.5,-20.25
2046108,-0.86,-9.64,-3.4,-0.53,-0.5,0.13,-2.5,0.43,-0.07,341.38,-1.81,112.25,1.75,26.06,19.56
2046651,-1.17,-8.74,-2.6,-1.3,-0.22,2.24,0.11,-0.25,-0.28,346.63,0.81,119.5,-0.69,21,26.56
2047196,1.42,-6.14,-4.82,1.01,0.99,1.88,-2.74,0.32,-0.09,357.06,2.38,133.25,0.19,16.75,30
2047740,1.16,-0.71,-9.83,-0.18,-0.17,-0.13,-1.52,-0.05,0.02,172.75,7.88,176.81,-2.5,-6.38,38.5
2048288,-0.04,7.17,-7.45,-0.69,-0.26,-1.1,-3.81,0.19,0.13,344.19,3.81,-130.44,0.06,-30,23.25
2048834,2.33,7.32,-4.82,1.16,-0.14,1.43,1.94,0.6,-0.22,333.25,6.81,-129.94,-4.06,-32.5,15.19
2049376,3.38,4.17,-7.6,0.06,-2.18,-0.92,0.42,1.09,-0.46,264.69,19.75,-136.38,-8.19,-28.06,21
2049920,5.92,4.16,-6.14,0.38,-0.61,-0.11,0.18,0.61,0.3,223.38,34.88,-142.06,-18.25,-23,19
2050462,7.07,4.2,-7.5,0.16,0.37,-1.68,0.2,-0.25,-0.15,207.5,44.75,-146.63,-24.56,-20.87,16
2051004,6.45,5.52,-6.23,1.98,-0.56,0.01,-1.7,-1.42,0.31,281.81,27.12,-135.69,-18.87,-24.5,18.37
2051550,2.88,7.38,-5.67,0.3,0.17,0.45,0.71,-1.88,1.38,8.81,15.19,-130.31,-17.06,-28.75,14.5
2052098,2.39,6.94,-6.64,-0.22,0.76,0.49,0.23,-0.48,0.28,248.94,15.44,-139.13,-20.25,-22.87,19.87
2052642,2.92,5.96,-8.33,0.2,0.23,-0.85,-0.86,0.02,0.41,264.88,16.06,-142.5,-21.25,-19.25,23.87
2053187,4.6,5.34,-6.6,1.27,-1.11,0,-0.5,-0.75,0.17,48,19.75,-135.56,-25.5,-18.25,22
2053729,1.68,5.39,-8.13,-0.49,-0.24,-0.73,-0.22,-0.33,0.8,292.38,13.81,-139.38,-19,-16.75,25.69
2054272,3.61,4.77,-5.25,-0.18,-0.59,2.02,1.13,1.46,-0.09,307,23.37,-144,-22.87,-12.5,26.37
2054822,8.05,1.61,-2.22,-0.44,-1.31,1.68,0.07,1.27,0.34,324.88,60.06,-143.06,-42.25,-5.38,7.88
2055365,10.47,1.06,-2.23,0.75,-0.2,-1.98,-0.13,0.3,0.16,290.38,82.56,-100.12,-42.25,-0.56,-10
2055908,9.76,4.53,2.36,0.34,1.86,1.79,0.39,0.87,-1.4,296.44,73.81,-78.06,-40.38,-3.06,-12
2056451,2.37,8.33,0.69,-0.9,-0.87,-0.13,-0.92,-0.61,0.01,345.38,19.5,-84.87,-7.06,-30.69,-10.5
2056995,2.56,10.51,0.74,0.7,0.88,0.74,-0.26,0.03,-0.25,352.06,10.88,-89.94,0.06,-33.56,-8.38
2057541,1.06,8.94,0.34,1.03,-0.84,0.78,0.07,0.01,-0.12,351.38,0.12,-92.56,9,-34.5,-8.38
2058088,1.19,8.18,0.27,0.58,-1.42,2.12,-0.26,-0.36,0.38,344.38,3.5,-100.87,4.88,-36,-0.37
2058630,1.33,10.08,-1.12,-0.81,1.02,-1.28,-0.74,-0.03,-0.1,336.19,10.25,-84.75,-2.06,-32.5,-6.69
2059173,1.96,9.82,-1.59,0.41,0.23,-0.26,-0.36,-0.07,0,352.13,9.06,-97.69,-6.19,-34.25,3.06
2059717,2.7,10.36,-0.12,1.47,0.64,0.22,-0.23,-0.38,0.03,359.69,7.19,-92,-5.19,-34.25,-1.19
2060265,0.63,9.12,-1.52,0.1,-0.58,-0.28,-0.02,-0.19,0.02,10.06,3,-97.25,-3.38,-34.25,2.56
2060807,0.57,10.43,-2.5,-0.06,0.94,-0.14,-0.16,-0.32,0.35,23.12,3.69,-103.94,-5.56,-35.69,6.19
2061360,-0.14,10.32,-2.28,-0.47,0.88,0.36,0,0.17,0.23,34.5,1.88,-105.62,-5.19,-36.75,10
2061902,0.1,9.65,-3.01,0.55,0.28,-0.16,0.15,0.21,-0.3,34.63,-2.75,-107,-0.88,-35.38,8.75
2062446,-0.12,7.87,-1.52,0.56,-1.49,1.28,0.53,-0.23,-0.24,36.44,-4.19,-107,0.75,-35.75,8.5
2062991,2.2,10.09,-2.36,2.38,0.7,0.45,0.26,0.27,0.09,30.94,-1.06,-106.69,-1.25,-36.19,10.5
2063536,-1.26,8.39,-7.35,-0.62,0.58,-1.45,3.16,-0.33,-0.42,29.31,-3.75,-127.06,2.19,-36.56,13.19
2064077,-0.52,9.43,-3.55,0.15,1.37,1.05,-1.95,0.38,0.27,30.62,-5.81,-118.56,7.88,-35.19,17.19
2064620,-0.27,8.31,-2.69,0.11,-1.03,0.23,-0.37,0.13,0.42,15.25,-2,-107.19,5.69,-37.19,4.25
2065162,5.43,9.53,0.52,2.11,0.38,1.72,1.33,1.28,0.2,336.81,19.75,-97.44,-16.5,-33,-4.69
2065704,5.38,9.75,-2.78,0.15,1.58,-2.88,0.75,0.29,-0.14,285.88,32.81,-89,-15.19,-31,-10.06
2066250,4.82,8.03,-1.38,0.9,-0.8,0.56,-0.03,-0.23,-0.13,299.94,23.25,-101.69,-8.38,-34.19,-1.25
2066793,4.75,9.99,-2.16,0.12,1.52,-0.42,-0.06,-0.04,0.03,297.5,28.12,-101.5,-11.19,-33.56,-2
2067337,3.03,7.83,-1.88,0.52,-1.55,-0.56,-0.16,-0.13,-0.11,314.13,14.81,-98,-3,-35.75,-3.25
2067878,2.77,9.62,-1.81,0.65,0.53,1.19,-0.04,-0.39,-0.32,323.81,12.44,-108.31,-3.75,-36.56,2.19
2068423,0.18,8.96,-1.99,-0.33,-0.65,-0.62,-0.59,0.15,-0.05,337.88,3.06,-98.75,3,-37.69,-2.56
2068977,4.12,9.37,4.83,2.19,0.96,0.15,0.46,-0.13,-0.07,333.06,11.06,-59.56,-4.56,-23.5,-26.56
2069521,0.5,7.74,2.63,-0.69,-1.42,-0.63,0.67,-0.27,-0.3,339.56,6.88,-70.81,-2.06,-29,-22.06
2070066,0,10.1,0.53,-0.78,0.5,-1.32,0.39,0.06,-0.03,343,4.63,-79,-0.25,-33,-16.69
2070607,1.46,9.73,2.37,0.79,0.58,-1.09,-0.37,0.1,0.06,343.56,3.88,-69.19,1.06,-29.69,-20.87
2071149,1.31,9.04,2.96,0.19,-0.12,-0.32,0.25,-0.03,0.03,339.88,6.56,-70.37,-0.25,-29.06,-21.87
2071696,1.48,9.67,2.36,0.25,0.45,-0.75,0.01,0.07,0.07,337.63,7.69,-71.56,-2.38,-30.06,-20.5
2072242,1.78,9.27,2.1,0.16,0,-0.64,0.03,-0.06,0.01,334.63,9.5,-73.5,-2.75,-29.75,-20.87
2072783,1.93,9.74,2.3,0.15,0.45,-0.27,0.15,-0.02,0.04,335.56,10.5,-74.44,-3.5,-30.19,-20.19
2073325,2.3,9.41,2.86,0.51,0.04,0.57,0.28,-0.06,-0.03,336.75,10.44,-76.19,-2.75,-30.56,-19.5
2073869,1.16,8.92,2.24,-0.02,-0.35,-0.68,0.63,-0.36,-0.62,346.5,6.69,-72.81,-1.69,-29.75,-22.37
2074412,4.13,10.03,1.89,4.13,2.29,-4.12,0.84,-0.71,1.46,357.44,0,-52.13,3.88,-24.25,-33.38
2074959,3.29,8.85,3.67,-1.16,0.76,0.4,0.17,-0.65,-0.06,335.81,27.25,-68.19,-18.25,-28.25,-25.5
2075502,6.53,5.27,4.18,-0.07,-0.74,0.15,-1.28,-0.24,0.52,345.56,42.31,-56.19,-30.5,-18.69,-25.56
2076047,7.99,5.15,6.97,0.62,1.75,1.48,-1.14,-0.5,-0.17,8.69,48.75,-31.75,-36.38,-5.19,-25.69
2076592,3.61,6.07,4.57,-0.96,-0.77,-0.73,-1.67,-0.71,-0.72,61.5,27.87,-52.13,-31.25,-21.69,-19.69
2077135,3.12,1.08,8.12,0.37,-1.49,-0.92,0.57,-0.43,-0.98,80,16.31,-15.88,-23.19,-8,-35.25
2077680,4.87,6.35,5.79,0.03,0.25,-0.24,0.24,-0.51,0.39,92.87,29.44,-45.13,-28.87,-23.06,-20.75
2078226,6.44,5.81,3.99,-0.67,0.07,0.45,0.24,-0.28,0.06,80.94,47.06,-57.38,-37.69,-19.5,-9.56
2078768,7.31,5.4,3.03,0,-0.3,-0.13,-0.03,-0.06,-0.01,78.5,48.25,-60.94,-36.88,-18.25,-6.06
2079311,7.11,5.41,5.5,1.41,-0.81,0.51,-0.29,0.29,-0.43,86.94,35.5,-51.31,-34.25,-21.19,-12.56
2079853,1.85,2.84,8.91,-0.17,0.18,-0.37,-0.39,1.15,0.7,75.06,9.69,-16.31,-19.69,-10.5,-35.5
2080396,-0.53,1.85,9.96,0.17,0.25,0.31,-0.44,-0.13,-0.66,74,-4.06,-9.06,-4.88,-6.06,-39.88
2080943,4.47,3.07,7.92,0.79,-0.49,-0.44,1.46,-1.8,-0.56,95.87,22.75,-24.19,-24.5,-13.19,-31.37
2081488,5.74,5.21,5.85,0.34,-0.4,-0.09,-0.26,0.41,-0.11,96.5,33.13,-43.13,-33.06,-21.69,-17.37
2082030,4.99,5.6,6.74,0.52,0.2,-0.1,-0.19,0.17,-0.02,100.56,27.12,-38.19,-28.25,-22.75,-21.19
2082572,3.34,5.09,7.77,-0.1,0.13,-0.07,-0.23,0.2,-0.27,101.37,20.06,-32.13,-24.69,-20.56,-26.25
2083115,2.97,5.35,7.88,0.29,0.12,0.03,0.11,0.04,-0.07,107.81,15.81,-33.69,-20,-23.06,-27.25
2083660,3.47,5.49,7.62,0.02,0.33,0.03,0.02,-0.22,0.05,108,20.69,-34.19,-23.19,-22.5,-26.56
2084203,4.3,4.3,7.5,0.19,-0.18,-0.19,-0.4,-0.08,0.32,104.75,24.75,-30.19,-26.87,-21,-24.19
2084748,3.16,3.17,8.18,0.03,-0.49,-0.35,-0.02,0.74,0.79,94,18.56,-23.19,-24.69,-16.56,-30
2085292,3.08,4.33,7.89,0.3,0.06,-0.48,0.07,-0.1,-0.3,88.94,16.44,-26.94,-21.06,-14.75,-31.69
2085835,2.69,5.05,8.04,-0.31,0.23,0.04,-0.18,0.29,-0.09,94.19,17.69,-30.94,-23,-18.37,-28.25
2086379,1.79,2.15,8.79,-0.47,-0.62,-0.32,0.27,-0.14,0.34,81.19,13.44,-17.06,-19.56,-10.06,-36.5
2086921,1.06,3.85,8.54,0.51,0.34,-0.59,0.5,0.33,-0.73,92.94,3.19,-21,-14.88,-14.06,-36.06
2087465,0.73,5.14,8.3,0.3,0.64,-0.39,-0.12,0.72,0.23,102.69,2.44,-27.31,-12.69,-20.69,-32
2088013,0.47,5.23,7.84,0.04,0.06,-0.47,0.08,-0.11,-0.09,104.37,2.5,-31.87,-11.88,-22.87,-30.87
2088558,1.78,6.59,8.84,0.82,1.03,0.82,0.14,-0.53,0.45,102.06,5.56,-34.75,-13.75,-22.87,-29.25
2089102,5.2,5.63,5.56,0.14,0.41,-1.02,0.32,-0.48,0.61,86.5,31.06,-38.38,-30.06,-19.25,-23.87
2089644,5.25,4.13,7.29,-0.04,-0.1,0.2,-0.07,0.45,0.9,67.37,32.69,-30.5,-32.19,-13.69,-25.56
2090187,5.56,3.85,7.21,0.24,0.36,-0.24,0.14,-0.01,0.17,50.75,32.81,-25.12,-30.69,-7.19,-30
2090731,5.62,3.53,7.02,-0.17,-0.04,-0.02,-0.1,-0.06,0.08,49.06,36.25,-26.94,-32.06,-6.5,-29.25
2091276,6.19,2.2,7.75,0.13,0.4,0.25,0.06,0.18,0.52,38.75,38.13,-13.44,-30.69,-1.37,-29.25
2091817,4.28,0.23,8.65,-0.17,-0.44,-0.01,0.59,0.37,0.26,17.87,26.62,-5.69,-21.25,6.25,-36.5
2092362,2.99,0.69,8.42,-0.82,-0.12,-0.57,0.44,-1.04,-0.49,15.38,23.44,-5.5,-15.25,7.06,-39
2092905,6.62,3.36,6.68,0.13,0.23,0.03,-0.16,0.03,-0.16,31.37,41.44,-25.25,-32.38,-3.19,-28.69
2093447,6.42,3.47,6.13,0,-0.09,-0.35,0,0.09,-0.06,33.75,40.88,-28.75,-32.69,-4.69,-28.37
2093988,6.24,4.03,6.88,0.29,0.03,0.18,-0.06,0.13,-0.09,33.63,37.19,-30.81,-32,-6.75,-29.25
2094535,5.51,3.67,7.32,-0.1,-0.54,0.48,-0.23,-0.09,-0.45,39.63,34.88,-31.69,-32.69,-9.69,-28.5
2095081,4.48,5.07,6.96,-0.54,0.66,-0.21,-0.56,0.12,-0.3,70.06,30.62,-31.37,-31.19,-13.56,-25.87
2095623,4.61,4.75,7.35,0.22,-0.27,0.17,0.34,0.2,0.22,69.44,26.56,-35,-28.75,-15.5,-27.87
2096164,4.81,5.26,6.62,0.28,-0.04,-0.26,0.37,0.27,0.24,55.06,27.5,-37.56,-29.37,-14.25,-27.25
2096706,3.38,5,5.71,-1.23,-1.32,-0.18,0.85,-1.45,-1.33,52.19,28.06,-48,-28.75,-17.25,-26.75
2097250,4.12,8.11,4.07,0.17,0.12,0,0.18,-0.71,-0.96,72.25,23.75,-63,-27.87,-26.56,-15.88
2097798,4.31,7.81,3.35,-0.81,0.01,0.36,0.42,-0.25,0.62,90.12,31.5,-69,-29.19,-29.87,-6.5
2098339,5.55,8.14,1.91,-0.33,0.49,0.21,0.8,-0.48,0.41,78.69,36.88,-77.44,-33.38,-26.37,-4.75
2098883,5.58,5.51,-0.7,-1.43,-1.15,0.83,1.39,-0.24,0.38,52.75,45.69,-102.94,-35.56,-20.37,4.56
2099426,9.1,6.61,-0.74,1.26,0.82,0.38,-0.32,-0.08,-0.43,29.31,52.75,-100.75,-37.88,-14.69,0.88
2099968,7.21,7.61,0.82,1.03,0.01,0.36,-0.53,-0.37,-0.53,56.5,39,-86.56,-35.25,-21.75,-0.37
2100509,5.33,7.77,1.29,-0.28,-0.15,-0.01,-0.03,0.2,-0.04,69.31,35,-80.56,-32.38,-26.25,-1.37
2101055,5.46,8.18,2.03,0.02,0.2,0.31,0.07,-0.01,-0.03,68.12,33.69,-77.75,-34.19,-25.87,-3.75
2101601,5.42,8.41,1.63,0.07,0.36,-0.07,0.06,-0.17,-0.04,72.12,33.13,-78,-34.19,-27.69,-3.19
2102142,5.17,8.01,1.95,0.02,-0.12,0.09,0.05,0.05,-0.05,72.19,31.62,-77.06,-31.69,-27,-3.75
2102684,4.97,8.5,2.16,-0.11,0.34,0.22,0.04,0.01,0.07,72.62,31.25,-76.56,-32.06,-27.25,-3.5
2103229,5.67,8.13,1.94,0.11,0.25,0.14,0.11,-0.18,0.37,69.62,34.5,-77.12,-31.69,-25.87,-4.19
2103775,6.28,7.46,1.51,0.12,-0.02,0.06,-0.14,-0.09,0.07,69.37,38.94,-79,-33.88,-24.06,-1.75
2104316,6.56,7.06,1.31,-0.19,0.09,-0.08,-0.14,-0.05,0.03,67.81,43.56,-78.56,-36.25,-22,-1.69
2104861,6.23,7.79,1.87,-0.1,0.47,0.34,0.06,0,-0.22,70.12,40.19,-78.25,-34.5,-23.75,-1.69
2105405,5.78,8.35,2.1,0.71,0.24,-0.05,0.04,0.2,0.17,80.31,31.12,-74.94,-29,-27.69,-2.69
2105950,5.17,7.77,2.73,-0.06,-0.13,0.23,0.05,0.12,0.01,75.12,32.25,-72.44,-33,-26.25,-5.38
2106492,5.29,7.81,2.74,0.07,-0.11,0.29,0.03,-0.19,-0.05,72.94,32.13,-72.81,-32.56,-25.87,-6.75
2107036,5.2,8.03,2.61,0,0.07,0.08,0.06,0.02,0.05,72,31.87,-72.56,-33,-26.25,-6.75
2107580,5.24,7.89,2.15,0,-0.07,-0.12,-0.02,-0.07,0.05,71.12,32.31,-74,-31.19,-26.56,-6.06
2108127,4.98,7.94,2.53,-0.12,-0.09,0.2,-0.01,-0.05,-0.02,72.81,31.31,-73.75,-32.19,-27.25,-5.69
2108670,5.07,8.15,2.44,0.06,0.06,0.05,0.05,0.09,-0.06,75.12,30.69,-73.5,-31.87,-28.06,-5.69
2109212,4.76,8.12,2.7,-0.13,0,0.21,-0.03,0.18,0.04,75.5,29.94,-72.87,-31.5,-28.5,-6.06
2109756,4.85,8.05,2.47,-0.05,-0.21,0,-0.02,-0.03,0.02,77.19,29.31,-73.12,-29,-28.5,-6.06
2110300,4.9,8.13,2.69,0.07,-0.03,0.21,0.06,0.02,0.02,78.25,29.5,-73.06,-30.75,-29.5,-5.69
2110842,5.06,8.36,1.54,0.33,0.11,-0.84,-0.09,-0.16,-0.08,84.25,28.81,-73.87,-29.69,-29.5,-5.06
2111387,4.23,8.65,2.22,-0.03,0.21,-0.36,-0.08,0.22,-0.07,83.19,25.81,-72.87,-30.06,-31.25,-4.69
2111929,3.95,8.61,2.77,0.06,0.04,0,0.01,-0.01,-0.04,83.94,23.5,-71.5,-28.25,-30.56,-6.69
2112475,3.52,8.58,3.1,-0.29,0.19,0.1,0.02,0.01,-0.08,85.31,22.87,-70.37,-28.69,-31.69,-7.75
2113017,3.76,8.52,3.02,0.06,0.01,-0.12,0.01,0.1,0.04,81.62,22.12,-69.62,-28.25,-30.56,-8.38
2113559,3.45,8.48,3.21,-0.14,-0.03,-0.02,-0.08,0.11,-0.03,79.25,21.56,-69.12,-28.56,-31,-9.06
2114101,3.56,8.51,3.44,0.04,-0.05,0,-0.04,0.01,0.05,79.25,21.06,-68,-28.87,-30.25,-9.38
2114655,3.52,8.56,3.39,-0.18,0.07,0.15,0.06,-0.08,-0.06,80,22.12,-69.19,-30,-31.25,-10.06
2115198,3.73,8.62,2.93,0.04,0.06,-0.13,0.06,-0.08,-0.04,81.69,22,-70.19,-28.56,-30.25,-9.38
2115753,3.44,8.93,3,-0.06,0.26,0.03,0.09,0.11,-0.02,82.25,20.94,-71.06,-28.19,-31.69,-8.25
2116296,3.18,8.86,2.56,0.09,-0.09,-0.1,0.07,0.21,0,78.62,18.25,-72.94,-26.69,-33.5,-8.25
2116838,2.78,9.21,2.64,-0.07,0.2,0.04,0.05,0.03,0.04,74.62,16.94,-73.87,-26.37,-33.06,-8
2117382,3.17,9.09,2.28,0.16,0.12,-0.3,-0.02,0.02,0.08,71.12,17.81,-73.81,-27.37,-32.75,-8.25
2117928,3.08,9.06,2.61,-0.01,0.12,0.02,-0.04,0.07,0.04,69.75,18.37,-73.81,-29.19,-33.75,-9
2118474,3.29,8.82,2.67,-0.01,-0.01,0.02,0.06,0.18,0.1,68.56,19.69,-73.31,-28.87,-32.38,-10.38
2119016,3.56,8.71,2.38,0.2,-0.1,-0.28,0.05,0.12,0.1,65.12,20,-73.19,-29.06,-31.69,-11.38
2119558,3.48,8.64,2.62,0.03,-0.11,-0.09,0.02,0.22,0.16,62.69,20.62,-72.69,-28.75,-31,-11.75
2120101,3.95,8.29,2.96,0.06,-0.2,0,-0.17,0.37,-0.02,59.44,23.31,-70.69,-33.06,-28.56,-13.5
2120645,3.95,8.47,2.82,-0.12,-0.01,0.09,-0.1,-0.07,-0.1,67.87,24.56,-72.19,-33.06,-28.19,-11.69
2121192,3.67,8.63,2.73,-0.19,0.11,-0.21,-0.1,-0.08,0.04,72.62,23.19,-70.87,-33,-29.19,-11.25
2121734,3.98,8.52,2.83,0.18,-0.02,-0.09,0,0.03,0.03,71.87,23,-70.87,-33.38,-29,-11
2122276,3.89,8.54,3.13,0,0.04,0.16,0.03,0.05,0.05,68.62,23.31,-70.69,-32.69,-29,-11.69
2122820,3.9,8.39,3.09,0,-0.09,0.12,0.06,0.1,0.02,65.31,23.44,-70.69,-33.56,-28.25,-12.38
2123361,3.46,8.63,2.77,-0.21,-0.03,-0.22,0.13,0.07,-0.11,63.88,22.19,-71.62,-32.56,-29,-12
2123904,3.38,8.84,2.39,-0.05,-0.13,-0.06,0.02,-0.09,-0.06,63.31,20,-73.87,-29.69,-30.06,-11
2124451,3.1,8.93,2.59,-0.14,0.07,0.02,-0.02,-0.03,-0.04,65.75,19.69,-73.19,-32.19,-31.19,-12.5
2124994,3.34,8.66,2.8,0.09,-0.15,0.02,-0.03,-0.07,-0.05,66.94,19.31,-72.44,-31.75,-30.06,-12.38
2125536,3.59,8.52,3.16,-0.06,-0.08,0.22,0.01,0.04,0.06,67.06,21.87,-71.12,-32.19,-28.69,-12.75
2126077,4.15,8.6,2.77,0.23,0.14,-0.25,0.06,0.5,0.22,57.56,23.56,-70.19,-34.38,-27.69,-13
2126621,4.49,9.03,2.22,0.67,0.65,-1.11,-0.17,0.34,-0.3,47.5,22.69,-68.06,-34.06,-26.69,-17.06
2127168,3.67,8.37,3.37,0.13,-0.16,0.08,0,0.22,0.01,54.13,21.12,-68.87,-32.88,-26.25,-17
2127712,3.68,8.82,3.04,0.35,0.17,-0.16,0.09,0.04,0.05,53.13,19.81,-69.56,-32.38,-28.5,-17.69
2128253,3.38,8.67,2.71,0.13,-0.16,-0.32,0.01,-0.1,0.05,54.44,19.87,-71.06,-32.06,-27.75,-16.87
2128796,3.28,8.55,2.93,-0.04,-0.18,0,-0.03,-0.11,-0.04,54.69,19.75,-71.44,-31.69,-28.06,-17.19
2129339,3.3,8.77,3.51,0.07,0.12,0.21,-0.22,-0.34,-0.19,61,19.19,-69.12,-31.25,-27.37,-17.19
2129884,4.79,8.12,4.59,0.77,0.33,0.2,-0.61,0.26,0.29,67.81,24.19,-60.56,-32.56,-25.37,-17.19
2130424,3.83,6.66,6.41,-0.11,-0.04,0.46,0.34,-0.07,-0.53,58.19,23.5,-48.63,-26.19,-16.87,-26.06
2130970,3.2,7.16,6.07,-0.32,-0.04,0.44,0.24,0.06,-0.01,58.19,21,-52.06,-24.5,-22.25,-24.5
2131513,4.5,7.06,5.78,-0.13,0.68,-0.03,-0.17,-0.25,0.4,51.25,28.25,-47.69,-27,-18,-23.5
2132055,5.48,5.71,5.56,0.28,-0.36,-0.11,-0.1,-0.14,-0.25,50.63,31.94,-46.94,-29.87,-15.56,-23.75
2132599,5.45,6.2,5.41,-0.01,0.04,-0.08,0.05,-0.22,0.02,50.81,32,-48.44,-31.19,-16.69,-23.19
2133142,4.67,6.71,5.49,-0.24,0.24,0.02,0.11,0.17,0.01,49.5,30.06,-49.81,-30.06,-18.06,-24.19
2133686,4.54,5.59,5.87,-0.4,-0.12,-0.36,-0.33,0.4,0.39,43.69,30.25,-42.5,-27.56,-15.19,-26.25
2134227,4.27,4.93,7,-0.29,-0.32,-0.09,0.44,0.39,0.42,35.56,27.12,-36.19,-26.06,-11.06,-30
2134767,4.43,4.91,6.59,-0.39,-0.09,-0.31,0.37,0.07,0.45,27.31,29.44,-35.94,-25,-11.5,-30.69
2135311,5.31,5.09,6.4,-0.91,-0.16,0.95,0.22,-0.19,0.06,17.06,39.44,-43.94,-30.5,-9.19,-27
2135858,6.61,6.74,6.66,2.02,0.09,1.1,0.29,-1.13,-1.21,47.56,27.87,-50.06,-29.25,-15.38,-25
2136399,5.91,8.39,3.55,-0.09,0.68,1.97,0.9,0.08,0.52,86.94,35.88,-77.75,-29,-25.75,-3.19
2136942,1.76,10.14,1.85,-1.89,1.13,0.66,0.62,-0.08,-0.79,97.31,21.5,-82.87,-21.25,-29.5,0.88
2137486,2.12,9.52,-0.13,-0.02,-0.03,0.21,0.35,-0.01,-0.03,119.37,12.63,-92.06,-10.5,-34.38,8.19
2138033,2.38,8.41,-0.12,-0.74,-0.8,1.09,-0.03,-0.52,-0.11,128.06,18.56,-97.5,-12.19,-34.06,11.56
2138576,-0.54,11.06,0.72,-0.67,1.26,0.37,-2.22,-0.87,-0.26,171.81,0.69,-88,2.5,-34.75,13.5
2139118,0.64,9.74,-0.47,0.28,0.18,-0.39,1.63,-0.02,0.01,181.19,1.25,-91.37,2.5,-36.19,8.88
2139661,0.4,9.64,-1,0.14,-0.08,0.21,0.16,-0.01,-0.02,185.69,1.5,-97.12,5.38,-34.75,15.38
2140204,0.31,9.56,-1.63,0.01,-0.08,0.1,0.35,-0.01,-0.01,190.88,1.75,-100.25,3.56,-34.38,17
